;dominio;jornal;main;to_collect
7070;sa.publico.pt/pagina23;Publico;FALSE;TRUE
7071;secure.publico.clix.pt/pagina23;Publico;FALSE;TRUE
7072;sequeira.publico.pt/pagina23;Publico;FALSE;TRUE
7073;static.publico.clix.pt/pagina23;Publico;FALSE;TRUE
7074;static.publico.pt/pagina23;Publico;FALSE;TRUE
7075;stream.publico.pt/pagina23;Publico;FALSE;TRUE
7076;tempo.publico.clix.pt/pagina23;Publico;FALSE;TRUE
7077;tempo.publico.pt/pagina23;Publico;FALSE;TRUE
7078;tracker.publico.pt/pagina23;Publico;FALSE;TRUE
7079;trofeu.publico.pt/pagina23;Publico;FALSE;TRUE
7080;tv.publico.clix.pt/pagina23;Publico;FALSE;TRUE
7081;ultimahora.publico.clix.pt/pagina23;Publico;FALSE;TRUE
7082;ultimahora.publico.pt/pagina23;Publico;FALSE;TRUE
7083;ultraleve.publico.pt/pagina23;Publico;FALSE;TRUE
7084;uol.publico.pt/pagina23;Publico;FALSE;TRUE
7085;viagens.publico.pt/pagina23;Publico;FALSE;TRUE
7086;videos.publico.clix.pt/pagina23;Publico;FALSE;TRUE
7087;videos.publico.pt/pagina23;Publico;FALSE;TRUE
7088;webmail.publico.pt/pagina23;Publico;FALSE;TRUE
7089;ww2.publico.clix.pt/pagina23;Publico;FALSE;TRUE
7090;ww2.publico.pt/pagina23;Publico;FALSE;TRUE
7091;publico.pt/ciencia;Publico;FALSE;TRUE
7092;publico.clix.pt/ciencia;Publico;FALSE;TRUE
7093;30segundos.publico.pt/ciencia;Publico;FALSE;TRUE
7094;a.publico.pt/ciencia;Publico;FALSE;TRUE
7095;acervo.publico.pt/ciencia;Publico;FALSE;TRUE
7096;anuncios.publico.pt/ciencia;Publico;FALSE;TRUE
7097;api.publico.pt/ciencia;Publico;FALSE;TRUE
7098;arte.publico.pt/ciencia;Publico;FALSE;TRUE
7099;assinaturas.publico.pt/ciencia;Publico;FALSE;TRUE
7100;astronomia.publico.pt/ciencia;Publico;FALSE;TRUE
7101;backoffice.cidades.publico.pt/ciencia;Publico;FALSE;TRUE
7102;banners.publico.pt/ciencia;Publico;FALSE;TRUE
7103;bd.publico.pt/ciencia;Publico;FALSE;TRUE
7104;beta.publico.pt/ciencia;Publico;FALSE;TRUE
7105;blogs.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7106;blogs.publico.pt/ciencia;Publico;FALSE;TRUE
7107;blogues.publico.pt/ciencia;Publico;FALSE;TRUE
7108;bo.p24.publico.pt/ciencia;Publico;FALSE;TRUE
7109;bussola.publico.pt/ciencia;Publico;FALSE;TRUE
7110;cidades.publico.pt/ciencia;Publico;FALSE;TRUE
7111;cientistas.publico.pt/ciencia;Publico;FALSE;TRUE
7112;cinecartaz.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7113;cinecartaz.publico.pt/ciencia;Publico;FALSE;TRUE
7114;classificados.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7115;coleccoes.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7116;coleccoes.publico.pt/ciencia;Publico;FALSE;TRUE
7117;comentarios.publico.pt/ciencia;Publico;FALSE;TRUE
7118;comunique.publico.pt/ciencia;Publico;FALSE;TRUE
7119;convites.publico.pt/ciencia;Publico;FALSE;TRUE
7120;data.publico.pt/ciencia;Publico;FALSE;TRUE
7121;desporto.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7122;desporto.publico.pt/ciencia;Publico;FALSE;TRUE
7123;dev.publico.pt/ciencia;Publico;FALSE;TRUE
7124;digital.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7125;digital.publico.pt/ciencia;Publico;FALSE;TRUE
7126;dossiers.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7127;dossiers.publico.pt/ciencia;Publico;FALSE;TRUE
7128;ebookmagnum.publico.pt/ciencia;Publico;FALSE;TRUE
7129;economia.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7130;economia.publico.pt/ciencia;Publico;FALSE;TRUE
7131;ecosfera.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7132;ecosfera.publico.pt/ciencia;Publico;FALSE;TRUE
7133;editorporumdia.publico.pt/ciencia;Publico;FALSE;TRUE
7134;eleicoes.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7135;eleicoes.publico.pt/ciencia;Publico;FALSE;TRUE
7136;eleicoes2009.publico.pt/ciencia;Publico;FALSE;TRUE
7137;emprego.publico.pt/ciencia;Publico;FALSE;TRUE
7138;erro.publico.pt/ciencia;Publico;FALSE;TRUE
7139;euro2004.publico.pt/ciencia;Publico;FALSE;TRUE
7140;euro2008.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7141;euro2008.publico.pt/ciencia;Publico;FALSE;TRUE
7142;feed.p24.publico.pt/ciencia;Publico;FALSE;TRUE
7143;fonts.publico.pt/ciencia;Publico;FALSE;TRUE
7144;fugas.publico.pt/ciencia;Publico;FALSE;TRUE
7145;galerias.publico.pt/ciencia;Publico;FALSE;TRUE
7146;i.publico.pt/ciencia;Publico;FALSE;TRUE
7147;imagens.publico.pt/ciencia;Publico;FALSE;TRUE
7148;imagens0.publico.pt/ciencia;Publico;FALSE;TRUE
7149;imagens1.publico.pt/ciencia;Publico;FALSE;TRUE
7150;imagens2.publico.pt/ciencia;Publico;FALSE;TRUE
7151;imagens3.publico.pt/ciencia;Publico;FALSE;TRUE
7152;imagens4.publico.pt/ciencia;Publico;FALSE;TRUE
7153;imagens5.publico.pt/ciencia;Publico;FALSE;TRUE
7154;imagens6.publico.pt/ciencia;Publico;FALSE;TRUE
7155;imagens7.publico.pt/ciencia;Publico;FALSE;TRUE
7156;imagens8.publico.pt/ciencia;Publico;FALSE;TRUE
7157;imagens9.publico.pt/ciencia;Publico;FALSE;TRUE
7158;imobiliario.publico.pt/ciencia;Publico;FALSE;TRUE
7159;inimigo.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7160;inimigo.publico.pt/ciencia;Publico;FALSE;TRUE
7161;ipsilon.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7162;ipsilon.publico.pt/ciencia;Publico;FALSE;TRUE
7163;jogos.publico.pt/ciencia;Publico;FALSE;TRUE
7164;jornal.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7165;jornal.publico.pt/ciencia;Publico;FALSE;TRUE
7166;lazer.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7167;lazer.publico.pt/ciencia;Publico;FALSE;TRUE
7168;leiloes.publico.pt/ciencia;Publico;FALSE;TRUE
7169;lifestyle.publico.pt/ciencia;Publico;FALSE;TRUE
7170;linguistica.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7171;linguistica.publico.pt/ciencia;Publico;FALSE;TRUE
7172;login.publico.pt/ciencia;Publico;FALSE;TRUE
7173;loja.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7174;loja.publico.pt/ciencia;Publico;FALSE;TRUE
7175;m.cinecartaz.publico.pt/ciencia;Publico;FALSE;TRUE
7176;m.lazer.publico.pt/ciencia;Publico;FALSE;TRUE
7177;m.publico.pt/ciencia;Publico;FALSE;TRUE
7178;mkt.publico.pt/ciencia;Publico;FALSE;TRUE
7179;mobile.publico.pt/ciencia;Publico;FALSE;TRUE
7180;moblog.publico.pt/ciencia;Publico;FALSE;TRUE
7181;movel.publico.pt/ciencia;Publico;FALSE;TRUE
7182;multimedia.publico.pt/ciencia;Publico;FALSE;TRUE
7183;news.publico.pt/ciencia;Publico;FALSE;TRUE
7184;newspapper.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7185;noite.publico.pt/ciencia;Publico;FALSE;TRUE
7186;olimpicos2008.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7187;olimpicos2008.publico.pt/ciencia;Publico;FALSE;TRUE
7188;org-publico.pt/ciencia;Publico;FALSE;TRUE
7189;p.publico.pt/ciencia;Publico;FALSE;TRUE
7190;p3-front1.publico.pt/ciencia;Publico;FALSE;TRUE
7191;p3-front2.publico.pt/ciencia;Publico;FALSE;TRUE
7192;p3.publico.pt/ciencia;Publico;FALSE;TRUE
7193;p3srv1.publico.pt/ciencia;Publico;FALSE;TRUE
7194;parceiros.publico.pt/ciencia;Publico;FALSE;TRUE
7195;patrocinar.publico.pt/ciencia;Publico;FALSE;TRUE
7196;pdf.publico.pt/ciencia;Publico;FALSE;TRUE
7197;pesquisas.publico.pt/ciencia;Publico;FALSE;TRUE
7198;pet.publico.pt/ciencia;Publico;FALSE;TRUE
7199;plus.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7200;plus.publico.pt/ciencia;Publico;FALSE;TRUE
7201;podium.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7202;podium.publico.pt/ciencia;Publico;FALSE;TRUE
7203;praias.publico.pt/ciencia;Publico;FALSE;TRUE
7204;promocoes.publico.pt/ciencia;Publico;FALSE;TRUE
7205;s.publico.pt/ciencia;Publico;FALSE;TRUE
7206;sa.publico.pt/ciencia;Publico;FALSE;TRUE
7207;secure.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7208;sequeira.publico.pt/ciencia;Publico;FALSE;TRUE
7209;static.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7210;static.publico.pt/ciencia;Publico;FALSE;TRUE
7211;stream.publico.pt/ciencia;Publico;FALSE;TRUE
7212;tempo.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7213;tempo.publico.pt/ciencia;Publico;FALSE;TRUE
7214;tracker.publico.pt/ciencia;Publico;FALSE;TRUE
7215;trofeu.publico.pt/ciencia;Publico;FALSE;TRUE
7216;tv.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7217;ultimahora.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7218;ultimahora.publico.pt/ciencia;Publico;FALSE;TRUE
7219;ultraleve.publico.pt/ciencia;Publico;FALSE;TRUE
7220;uol.publico.pt/ciencia;Publico;FALSE;TRUE
7221;viagens.publico.pt/ciencia;Publico;FALSE;TRUE
7222;videos.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7223;videos.publico.pt/ciencia;Publico;FALSE;TRUE
7224;webmail.publico.pt/ciencia;Publico;FALSE;TRUE
7225;ww2.publico.clix.pt/ciencia;Publico;FALSE;TRUE
7226;ww2.publico.pt/ciencia;Publico;FALSE;TRUE
7227;publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7228;publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7229;30segundos.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7230;a.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7231;acervo.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7232;anuncios.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7233;api.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7234;arte.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7235;assinaturas.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7236;astronomia.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7237;backoffice.cidades.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7238;banners.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7239;bd.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7240;beta.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7241;blogs.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7242;blogs.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7243;blogues.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7244;bo.p24.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7245;bussola.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7246;cidades.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7247;cientistas.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7248;cinecartaz.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7249;cinecartaz.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7250;classificados.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7251;coleccoes.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7252;coleccoes.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7253;comentarios.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7254;comunique.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7255;convites.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7256;data.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7257;desporto.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7258;desporto.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7259;dev.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7260;digital.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7261;digital.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7262;dossiers.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7263;dossiers.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7264;ebookmagnum.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7265;economia.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7266;economia.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7267;ecosfera.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7268;ecosfera.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7269;editorporumdia.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7270;eleicoes.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7271;eleicoes.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7272;eleicoes2009.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7273;emprego.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7274;erro.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7275;euro2004.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7276;euro2008.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7277;euro2008.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7278;feed.p24.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7279;fonts.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7280;fugas.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7281;galerias.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7282;i.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7283;imagens.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7284;imagens0.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7285;imagens1.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7286;imagens2.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7287;imagens3.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7288;imagens4.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7289;imagens5.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7290;imagens6.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7291;imagens7.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7292;imagens8.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7293;imagens9.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7294;imobiliario.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7295;inimigo.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7296;inimigo.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7297;ipsilon.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7298;ipsilon.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7299;jogos.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7300;jornal.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7301;jornal.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7302;lazer.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7303;lazer.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7304;leiloes.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7305;lifestyle.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7306;linguistica.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7307;linguistica.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7308;login.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7309;loja.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7310;loja.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7311;m.cinecartaz.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7312;m.lazer.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7313;m.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7314;mkt.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7315;mobile.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7316;moblog.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7317;movel.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7318;multimedia.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7319;news.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7320;newspapper.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7321;noite.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7322;olimpicos2008.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7323;olimpicos2008.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7324;org-publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7325;p.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7326;p3-front1.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7327;p3-front2.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7328;p3.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7329;p3srv1.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7330;parceiros.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7331;patrocinar.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7332;pdf.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7333;pesquisas.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7334;pet.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7335;plus.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7336;plus.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7337;podium.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7338;podium.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7339;praias.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7340;promocoes.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7341;s.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7342;sa.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7343;secure.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7344;sequeira.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7345;static.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7346;static.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7347;stream.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7348;tempo.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7349;tempo.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7350;tracker.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7351;trofeu.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7352;tv.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7353;ultimahora.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7354;ultimahora.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7355;ultraleve.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7356;uol.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7357;viagens.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7358;videos.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7359;videos.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7360;webmail.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7361;ww2.publico.clix.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7362;ww2.publico.pt/Ci%C3%AAncias;Publico;FALSE;TRUE
7363;publico.pt/2012;Publico;FALSE;TRUE
7364;publico.clix.pt/2012;Publico;FALSE;TRUE
7365;30segundos.publico.pt/2012;Publico;FALSE;TRUE
7366;a.publico.pt/2012;Publico;FALSE;TRUE
7367;acervo.publico.pt/2012;Publico;FALSE;TRUE
7368;anuncios.publico.pt/2012;Publico;FALSE;TRUE
7369;api.publico.pt/2012;Publico;FALSE;TRUE
7370;arte.publico.pt/2012;Publico;FALSE;TRUE
7371;assinaturas.publico.pt/2012;Publico;FALSE;TRUE
7372;astronomia.publico.pt/2012;Publico;FALSE;TRUE
7373;backoffice.cidades.publico.pt/2012;Publico;FALSE;TRUE
7374;banners.publico.pt/2012;Publico;FALSE;TRUE
7375;bd.publico.pt/2012;Publico;FALSE;TRUE
7376;beta.publico.pt/2012;Publico;FALSE;TRUE
7377;blogs.publico.clix.pt/2012;Publico;FALSE;TRUE
7378;blogs.publico.pt/2012;Publico;FALSE;TRUE
7379;blogues.publico.pt/2012;Publico;FALSE;TRUE
7380;bo.p24.publico.pt/2012;Publico;FALSE;TRUE
7381;bussola.publico.pt/2012;Publico;FALSE;TRUE
7382;cidades.publico.pt/2012;Publico;FALSE;TRUE
7383;cientistas.publico.pt/2012;Publico;FALSE;TRUE
7384;cinecartaz.publico.clix.pt/2012;Publico;FALSE;TRUE
7385;cinecartaz.publico.pt/2012;Publico;FALSE;TRUE
7386;classificados.publico.clix.pt/2012;Publico;FALSE;TRUE
7387;coleccoes.publico.clix.pt/2012;Publico;FALSE;TRUE
7388;coleccoes.publico.pt/2012;Publico;FALSE;TRUE
7389;comentarios.publico.pt/2012;Publico;FALSE;TRUE
7390;comunique.publico.pt/2012;Publico;FALSE;TRUE
7391;convites.publico.pt/2012;Publico;FALSE;TRUE
7392;data.publico.pt/2012;Publico;FALSE;TRUE
7393;desporto.publico.clix.pt/2012;Publico;FALSE;TRUE
7394;desporto.publico.pt/2012;Publico;FALSE;TRUE
7395;dev.publico.pt/2012;Publico;FALSE;TRUE
7396;digital.publico.clix.pt/2012;Publico;FALSE;TRUE
7397;digital.publico.pt/2012;Publico;FALSE;TRUE
7398;dossiers.publico.clix.pt/2012;Publico;FALSE;TRUE
7399;dossiers.publico.pt/2012;Publico;FALSE;TRUE
7400;ebookmagnum.publico.pt/2012;Publico;FALSE;TRUE
7401;economia.publico.clix.pt/2012;Publico;FALSE;TRUE
7402;economia.publico.pt/2012;Publico;FALSE;TRUE
7403;ecosfera.publico.clix.pt/2012;Publico;FALSE;TRUE
7404;ecosfera.publico.pt/2012;Publico;FALSE;TRUE
7405;editorporumdia.publico.pt/2012;Publico;FALSE;TRUE
7406;eleicoes.publico.clix.pt/2012;Publico;FALSE;TRUE
7407;eleicoes.publico.pt/2012;Publico;FALSE;TRUE
7408;eleicoes2009.publico.pt/2012;Publico;FALSE;TRUE
7409;emprego.publico.pt/2012;Publico;FALSE;TRUE
7410;erro.publico.pt/2012;Publico;FALSE;TRUE
7411;euro2004.publico.pt/2012;Publico;FALSE;TRUE
7412;euro2008.publico.clix.pt/2012;Publico;FALSE;TRUE
7413;euro2008.publico.pt/2012;Publico;FALSE;TRUE
7414;feed.p24.publico.pt/2012;Publico;FALSE;TRUE
7415;fonts.publico.pt/2012;Publico;FALSE;TRUE
7416;fugas.publico.pt/2012;Publico;FALSE;TRUE
7417;galerias.publico.pt/2012;Publico;FALSE;TRUE
7418;i.publico.pt/2012;Publico;FALSE;TRUE
7419;imagens.publico.pt/2012;Publico;FALSE;TRUE
7420;imagens0.publico.pt/2012;Publico;FALSE;TRUE
7421;imagens1.publico.pt/2012;Publico;FALSE;TRUE
7422;imagens2.publico.pt/2012;Publico;FALSE;TRUE
7423;imagens3.publico.pt/2012;Publico;FALSE;TRUE
7424;imagens4.publico.pt/2012;Publico;FALSE;TRUE
7425;imagens5.publico.pt/2012;Publico;FALSE;TRUE
7426;imagens6.publico.pt/2012;Publico;FALSE;TRUE
7427;imagens7.publico.pt/2012;Publico;FALSE;TRUE
7428;imagens8.publico.pt/2012;Publico;FALSE;TRUE
7429;imagens9.publico.pt/2012;Publico;FALSE;TRUE
7430;imobiliario.publico.pt/2012;Publico;FALSE;TRUE
7431;inimigo.publico.clix.pt/2012;Publico;FALSE;TRUE
7432;inimigo.publico.pt/2012;Publico;FALSE;TRUE
7433;ipsilon.publico.clix.pt/2012;Publico;FALSE;TRUE
7434;ipsilon.publico.pt/2012;Publico;FALSE;TRUE
7435;jogos.publico.pt/2012;Publico;FALSE;TRUE
7436;jornal.publico.clix.pt/2012;Publico;FALSE;TRUE
7437;jornal.publico.pt/2012;Publico;FALSE;TRUE
7438;lazer.publico.clix.pt/2012;Publico;FALSE;TRUE
7439;lazer.publico.pt/2012;Publico;FALSE;TRUE
7440;leiloes.publico.pt/2012;Publico;FALSE;TRUE
7441;lifestyle.publico.pt/2012;Publico;FALSE;TRUE
7442;linguistica.publico.clix.pt/2012;Publico;FALSE;TRUE
7443;linguistica.publico.pt/2012;Publico;FALSE;TRUE
7444;login.publico.pt/2012;Publico;FALSE;TRUE
7445;loja.publico.clix.pt/2012;Publico;FALSE;TRUE
7446;loja.publico.pt/2012;Publico;FALSE;TRUE
7447;m.cinecartaz.publico.pt/2012;Publico;FALSE;TRUE
7448;m.lazer.publico.pt/2012;Publico;FALSE;TRUE
7449;m.publico.pt/2012;Publico;FALSE;TRUE
7450;mkt.publico.pt/2012;Publico;FALSE;TRUE
7451;mobile.publico.pt/2012;Publico;FALSE;TRUE
7452;moblog.publico.pt/2012;Publico;FALSE;TRUE
7453;movel.publico.pt/2012;Publico;FALSE;TRUE
7454;multimedia.publico.pt/2012;Publico;FALSE;TRUE
7455;news.publico.pt/2012;Publico;FALSE;TRUE
7456;newspapper.publico.clix.pt/2012;Publico;FALSE;TRUE
7457;noite.publico.pt/2012;Publico;FALSE;TRUE
7458;olimpicos2008.publico.clix.pt/2012;Publico;FALSE;TRUE
7459;olimpicos2008.publico.pt/2012;Publico;FALSE;TRUE
7460;org-publico.pt/2012;Publico;FALSE;TRUE
7461;p.publico.pt/2012;Publico;FALSE;TRUE
7462;p3-front1.publico.pt/2012;Publico;FALSE;TRUE
7463;p3-front2.publico.pt/2012;Publico;FALSE;TRUE
7464;p3.publico.pt/2012;Publico;FALSE;TRUE
7465;p3srv1.publico.pt/2012;Publico;FALSE;TRUE
7466;parceiros.publico.pt/2012;Publico;FALSE;TRUE
7467;patrocinar.publico.pt/2012;Publico;FALSE;TRUE
7468;pdf.publico.pt/2012;Publico;FALSE;TRUE
7469;pesquisas.publico.pt/2012;Publico;FALSE;TRUE
7470;pet.publico.pt/2012;Publico;FALSE;TRUE
